time,pm2_5,tc,rh,pm
2023-12-13 17:00:00,149.66,20.96,52.34,82.79
2023-12-13 18:00:00,164.99,20.058,56.762,79.24
2023-12-13 19:00:00,211.54,19.29,58.95666666666667,94.32
2023-12-13 20:00:00,562.47,18.79,63.78,182.478
2023-12-13 21:00:00,382.42,18.473333333333333,67.88,240.02
2023-12-13 22:00:00,426.67,17.968,72.558,217.966
2023-12-13 23:00:00,436.01,17.78333333333333,71.85666666666667,180.55666666666664
2023-12-14 00:00:00,384.79,17.46,74.52,123.14
2023-12-14 01:00:00,264.59,16.92,71.95,121.87
2023-12-14 02:00:00,233.43,16.919999999999998,70.572,109.354
2023-12-14 03:00:00,232.56,16.226666666666667,74.95666666666666,90.19666666666669
2023-12-14 04:00:00,231.93,15.952000000000002,74.22,81.78399999999999
2023-12-14 05:00:00,216.98,16.02,72.26333333333334,84.38333333333333
2023-12-14 06:00:00,234.16,15.834,75.55600000000001,84.502
2023-12-14 07:00:00,228.75,16.54,71.53333333333335,83.33666666666666
2023-12-14 08:00:00,212.11,19.22,56.42,83.524
2023-12-14 09:00:00,197.15,21.543333333333333,46.53666666666667,78.83666666666666
2023-12-14 10:00:00,156.57,23.058,40.46,74.1
2023-12-14 11:00:00,125.49,23.95,35.623333333333335,69.60000000000001
2023-12-14 12:00:00,128.11,24.278,37.16,60.69
2023-12-14 13:00:00,120.71,24.94333333333333,36.57333333333333,47.98333333333333
2023-12-14 14:00:00,117.78,24.914,35.808,41.522000000000006
2023-12-14 15:00:00,131.4,24.28,39.29333333333333,42.8
2023-12-14 16:00:00,144.27,22.998,42.98,45.17999999999999
2023-12-14 17:00:00,165.02,21.363333333333333,48.79666666666666,47.31333333333333
2023-12-14 18:00:00,209.85,19.826,56.52,53.854
2023-12-14 19:00:00,280.23,18.90333333333333,62.04,64.39999999999999
2023-12-14 20:00:00,318.4,18.224,66.86600000000001,75.644
2023-12-14 21:00:00,288.24,18.05333333333333,67.39666666666666,83.36333333333333
2023-12-14 22:00:00,314.45,17.432499999999997,70.5475,85.1875
2023-12-14 23:00:00,342.71,16.713333333333335,75.22666666666667,91.18
2023-12-15 00:00:00,354.17,16.3675,76.7075,95.8
2023-12-15 01:00:00,393.29,16.040000000000003,78.55333333333333,100.58333333333331
2023-12-15 02:00:00,382.31,15.766,80.578,106.212
2023-12-15 03:00:00,388.18,15.61,82.06,107.36
2023-12-15 04:00:00,313.59,15.806,72.938,102.282
2023-12-15 05:00:00,304.83,15.813333333333333,73.30333333333334,90.68333333333334
2023-12-15 06:00:00,336.43,15.104,81.098,87.17
2023-12-15 07:00:00,295.4,15.9,74.27,86.86333333333334
2023-12-15 08:00:00,279.76,17.588,68.56,82.73400000000001
2023-12-15 09:00:00,267.26,19.69,60.99666666666667,78.74
2023-12-15 10:00:00,210.23,21.682,51.476,76.404
2023-12-15 11:00:00,169.68,23.24666666666667,43.23666666666667,69.27666666666667
2023-12-15 12:00:00,151.61,23.746,40.45,61.952
2023-12-15 13:00:00,140.74,24.186666666666667,38.9,55.50333333333333
2023-12-15 14:00:00,128.62,24.49,36.978,49.376
2023-12-15 15:00:00,144.01,24.10333333333333,39.64666666666667,47.453333333333326
2023-12-15 16:00:00,142.65,22.902,42.706,46.68
2023-12-15 17:00:00,166.43,21.023333333333333,49.95,44.53333333333333
2023-12-15 18:00:00,202.82,19.486,56.5,48.052
2023-12-15 19:00:00,223.03,18.646666666666665,61.67,54.70333333333334
2023-12-15 20:00:00,299.06,18.0,66.468,64.39
2023-12-15 21:00:00,310.24,17.583333333333332,68.79666666666667,77.19666666666667
2023-12-15 22:00:00,358.37,17.308,74.864,90.732
2023-12-15 23:00:00,406.54,16.96666666666667,77.47,102.67333333333332
2023-12-16 00:00:00,333.24,17.015,73.0875,106.2925
2023-12-16 01:00:00,279.37,17.203333333333333,67.24333333333334,103.79666666666668
2023-12-16 02:00:00,280.87,16.738,70.2,100.95
2023-12-16 03:00:00,304.39,16.206666666666667,73.54666666666667,98.18
2023-12-16 04:00:00,301.07,15.964,73.708,90.34
2023-12-16 05:00:00,299.11,15.92,74.41666666666667,84.89333333333333
2023-12-16 06:00:00,261.04,15.654,75.078,82.088
2023-12-16 07:00:00,249.82,16.08666666666667,71.52999999999999,77.44666666666667
2023-12-16 08:00:00,232.64,17.302,65.538,73.046
2023-12-16 09:00:00,224.72,19.34,57.473333333333336,69.50666666666667
2023-12-16 10:00:00,208.45,21.576,49.19199999999999,67.132
2023-12-16 11:00:00,173.32,23.37333333333333,40.07333333333333,63.89666666666667
2023-12-16 12:00:00,144.45,24.156,36.158,61.124
2023-12-16 13:00:00,142.31,24.876666666666665,35.406666666666666,53.370000000000005
2023-12-16 14:00:00,126.36,24.708,33.976,47.624
2023-12-16 15:00:00,110.47,24.403333333333336,33.27,44.66333333333333
2023-12-16 16:00:00,112.56,23.25,37.168,41.048
2023-12-16 17:00:00,120.43,20.71,45.803333333333335,37.16666666666666
2023-12-16 18:00:00,136.99,19.074,52.59,35.27
2023-12-16 19:00:00,186.01,18.236666666666668,57.77,42.38333333333333
2023-12-16 20:00:00,271.7,17.466,65.062,53.166
2023-12-16 21:00:00,467.37,17.176666666666666,66.77666666666666,68.73
2023-12-16 22:00:00,433.07,16.886000000000003,68.97,90.134
2023-12-16 23:00:00,413.05,16.56,71.80333333333333,100.75666666666666
2023-12-17 00:00:00,464.78,16.06,80.9775,114.2025
2023-12-17 01:00:00,453.38,15.593333333333334,82.86666666666666,124.58333333333331
2023-12-17 02:00:00,400.46,15.264,83.02000000000001,124.756
2023-12-17 03:00:00,341.39,14.923333333333332,82.74,119.55
2023-12-17 04:00:00,284.97,15.216,74.94,109.262
2023-12-17 05:00:00,260.08,14.576666666666668,78.21333333333332,96.38333333333333
2023-12-17 06:00:00,264.42,14.582,79.54400000000001,91.112
2023-12-17 07:00:00,266.36,15.266666666666666,77.54333333333334,85.95333333333333
2023-12-17 08:00:00,243.27,18.138,61.572,74.208
2023-12-17 09:00:00,229.96,20.35333333333333,51.18,61.13
2023-12-17 10:00:00,210.82,22.04,44.756,56.504
2023-12-17 11:00:00,182.78,23.72,40.95,55.18
2023-12-17 12:00:00,132.13,24.254,35.278000000000006,51.438
2023-12-17 13:00:00,103.95,24.97666666666667,31.39,43.93666666666667
2023-12-17 14:00:00,98.61,24.976,30.512,39.074
2023-12-17 15:00:00,105.09,24.596666666666664,31.743333333333336,36.31666666666667
2023-12-17 16:00:00,114.02,23.166,36.282,35.244
2023-12-17 17:00:00,131.24,20.69333333333333,43.99666666666667,37.09666666666666
2023-12-17 18:00:00,164.99,18.98,53.34400000000001,40.86
2023-12-17 19:00:00,177.57,18.286666666666665,55.97333333333333,43.42
2023-12-17 20:00:00,213.31,17.657999999999998,61.002,50.212
2023-12-17 21:00:00,272.53,17.336666666666666,65.25,65.58333333333333
2023-12-17 22:00:00,295.69,17.044,66.742,74.812
2023-12-17 23:00:00,340.67,16.876666666666665,72.07,81.10000000000001
2023-12-18 00:00:00,378.67,16.205,76.6625,86.4375
2023-12-18 01:00:00,368.8,15.87,79.48666666666666,93.98333333333332
2023-12-18 02:00:00,315.16,15.576,75.466,99.418
2023-12-18 03:00:00,268.18,15.246666666666668,73.74333333333334,95.36
2023-12-18 04:00:00,258.63,15.486,72.75,86.27199999999999
2023-12-18 05:00:00,268.84,15.163333333333334,73.65333333333332,78.81
2023-12-18 06:00:00,280.56,14.89,75.89,73.886
2023-12-18 07:00:00,291.43,15.829999999999998,75.04,70.15666666666667
2023-12-18 08:00:00,284.09,17.968,63.124,69.56
2023-12-18 09:00:00,259.02,19.666666666666668,52.49333333333334,67.82666666666667
2023-12-18 10:00:00,200.44,21.368,43.85,66.53999999999999
2023-12-18 11:00:00,181.85,22.62333333333333,40.63666666666666,61.1
2023-12-18 12:00:00,165.67,23.814,37.48,58.58
2023-12-18 13:00:00,155.78,24.53333333333333,36.42,58.97666666666667
2023-12-18 14:00:00,141.24,24.554,35.7,57.3
2023-12-18 15:00:00,145.22,24.16,36.62,51.74666666666667
2023-12-18 16:00:00,122.77,23.146,37.776,47.35
2023-12-18 17:00:00,173.98,21.023333333333333,45.61000000000001,46.43
2023-12-18 18:00:00,166.67,19.606,51.636,50.206
2023-12-18 19:00:00,314.01,18.75,57.56333333333333,60.223333333333336
2023-12-18 20:00:00,244.87,18.73,54.24400000000001,71.614
2023-12-18 21:00:00,223.15,18.666666666666668,51.78,78.34666666666666
2023-12-18 22:00:00,225.38,17.756,56.06,78.824
2023-12-18 23:00:00,225.85,17.66333333333333,55.88,78.07666666666667
2023-12-19 00:00:00,221.79,17.4625,55.9,73.8175
2023-12-19 01:00:00,221.27,17.18,56.53333333333333,68.57666666666667
2023-12-19 02:00:00,230.14,16.586000000000002,61.196000000000005,65.628
2023-12-19 03:00:00,207.19,16.343333333333334,62.26333333333333,63.42
2023-12-19 04:00:00,202.44,16.546,60.936,56.596
2023-12-19 05:00:00,195.58,16.366666666666667,59.046666666666674,51.88666666666666
2023-12-19 06:00:00,191.45,15.913999999999998,59.944,48.876
2023-12-19 07:00:00,196.5,15.846666666666666,61.6,45.99666666666667
2023-12-19 08:00:00,191.27,16.906,57.136,45.622
2023-12-19 09:00:00,172.11,18.44333333333333,49.28333333333333,46.72
2023-12-19 10:00:00,167.42,20.534,44.172,46.322
2023-12-19 11:00:00,161.04,22.33333333333333,41.14,43.330000000000005
2023-12-19 12:00:00,170.06,23.394,39.45,42.87
2023-12-19 13:00:00,157.01,23.885,36.55,43.215
2023-12-20 14:00:00,76.66,24.81,41.85666666666666,36.68333333333334
2023-12-20 15:00:00,73.94,24.61,42.89,35.17
