time,pm2_5,tc,rh,pm
2023-12-10 00:00:00,222.97,27.9125,99.6025,95.1775
2023-12-10 01:00:00,286.87,26.723333333333333,99.59999999999998,103.02
2023-12-10 02:00:00,309.24,25.244,99.606,119.13
2023-12-10 03:00:00,302.76,22.243333333333336,99.61333333333334,131.73
2023-12-10 04:00:00,290.86,22.148,99.612,129.63600000000002
2023-12-10 05:00:00,225.94,21.7,99.61,123.34
2023-12-10 06:00:00,160.07,21.582,99.61,112.898
2023-12-10 07:00:00,152.44,22.19,99.61,103.05
2023-12-10 08:00:00,139.52,24.402,95.222,91.628
2023-12-10 09:00:00,134.07,26.513333333333332,75.28666666666668,83.01666666666667
2023-12-10 10:00:00,124.26,27.592,68.322,86.59400000000001
2023-12-10 11:00:00,140.0,28.296666666666667,63.45666666666667,76.17333333333333
2023-12-10 12:00:00,147.77,28.554,51.536,76.188
2023-12-10 13:00:00,114.19,28.73,42.08,79.05333333333333
2023-12-10 14:00:00,86.79,28.55,39.152,75.958
2023-12-10 15:00:00,79.88,28.1,39.516666666666666,65.38000000000001
2023-12-10 16:00:00,82.24,27.092,41.998000000000005,66.236
2023-12-10 17:00:00,100.07,25.776666666666667,50.38666666666666,64.58666666666666
2023-12-10 18:00:00,126.53,23.866,67.11600000000001,65.3
2023-12-10 19:00:00,146.64,22.61,83.66,67.5
2023-12-10 20:00:00,162.21,22.124,96.186,75.43199999999999
2023-12-10 21:00:00,184.07,21.75333333333333,99.60666666666668,78.81333333333333
2023-12-10 22:00:00,197.23,21.478,99.608,83.056
2023-12-10 23:00:00,272.9,21.346666666666664,99.61,91.58666666666666
2023-12-11 00:00:00,263.93,21.865,99.6125,114.68
2023-12-11 01:00:00,196.55,21.376666666666665,99.61,117.50666666666666
2023-12-11 02:00:00,173.18,20.682,99.61,113.008
2023-12-11 03:00:00,162.59,19.71,99.61333333333334,111.05
2023-12-11 04:00:00,161.06,19.062,99.624,93.302
2023-12-11 05:00:00,158.33,18.63,99.62,85.56
2023-12-11 06:00:00,178.38,18.948,99.62,74.322
2023-12-11 07:00:00,197.67,19.956666666666667,99.61333333333334,76.29
2023-12-11 08:00:00,152.4,21.896,89.174,89.16600000000001
2023-12-11 09:00:00,137.76,24.30666666666667,62.99333333333334,85.94666666666666
2023-12-11 10:00:00,105.41,25.01,52.456,82.724
2023-12-11 11:00:00,131.84,26.31,45.82,80.6
2023-12-11 16:00:00,88.62,29.615,40.52,56.9175
2023-12-11 17:00:00,92.38,28.31,45.5,56.88333333333333
2023-12-11 18:00:00,118.33,26.254,62.086,56.628
2023-12-11 19:00:00,167.64,25.576666666666668,72.23333333333333,65.09
2023-12-11 20:00:00,198.88,25.05,76.522,79.366
2023-12-11 21:00:00,189.25,24.136666666666667,82.73,86.37666666666667
2023-12-11 22:00:00,208.73,23.924,94.602,95.11
2023-12-11 23:00:00,237.25,24.22,99.10666666666668,102.62
2023-12-12 00:00:00,250.0,25.1825,99.565,113.9775
2023-12-12 01:00:00,244.07,25.526666666666667,99.61666666666667,120.05666666666666
2023-12-12 02:00:00,245.37,25.064,99.614,122.894
2023-12-12 03:00:00,287.81,25.23333333333333,99.61,126.07666666666668
2023-12-12 04:00:00,275.54,24.304,99.61,125.692
2023-12-12 05:00:00,250.91,23.57333333333333,99.62,119.29
2023-12-12 06:00:00,202.24,23.638,99.62,116.422
2023-12-12 07:00:00,193.48,24.27,99.61666666666667,115.09333333333332
2023-12-12 08:00:00,221.45,26.554,92.006,106.802
2023-12-12 09:00:00,221.56,28.80333333333333,66.58333333333333,104.54333333333334
2023-12-12 10:00:00,215.38,29.762,59.34400000000001,110.9
2023-12-12 11:00:00,203.65,30.72666666666667,53.99666666666667,107.93
2023-12-12 12:00:00,154.5,32.102,47.524,107.842
2023-12-12 13:00:00,118.76,33.11,41.59,92.74333333333334
2023-12-12 14:00:00,97.03,28.826,42.378,80.902
2023-12-12 15:00:00,96.96,26.316666666666663,44.120000000000005,70.42
2023-12-12 16:00:00,83.47,25.288,46.678,64.616
2023-12-12 17:00:00,96.16,23.826666666666668,56.403333333333336,59.423333333333325
2023-12-12 18:00:00,152.84,26.716,75.416,62.662
2023-12-12 19:00:00,159.04,25.756666666666664,95.87,77.54333333333334
2023-12-12 20:00:00,208.29,24.622,99.374,81.10799999999999
2023-12-12 21:00:00,286.18,24.30333333333333,99.60666666666668,86.12333333333333
2023-12-12 22:00:00,263.83,23.4,99.616,118.09
2023-12-12 23:00:00,305.83,22.98,99.61,129.73333333333332
2023-12-13 00:00:00,300.38,22.6825,99.6125,143.525
2023-12-13 01:00:00,268.68,22.21,99.62,147.13333333333333
2023-12-13 02:00:00,261.15,22.574,99.522,146.26000000000002
2023-12-13 03:00:00,166.34,21.8,88.47333333333334,144.1
2023-12-13 04:00:00,156.38,21.312,83.598,125.56
2023-12-13 05:00:00,143.26,21.043333333333333,84.98,116.73
2023-12-13 06:00:00,170.64,21.046,91.386,97.416
2023-12-13 07:00:00,202.48,21.593333333333334,96.55666666666669,100.94666666666666
2023-12-13 08:00:00,177.52,23.8,81.95,103.98600000000002
2023-12-13 09:00:00,164.26,26.146666666666665,66.34333333333333,102.12666666666668
2023-12-13 10:00:00,151.65,27.234,55.966,99.97
2023-12-13 11:00:00,132.52,28.25333333333333,47.14666666666667,98.21999999999998
2023-12-13 12:00:00,93.85,29.018,37.48,83.192
2023-12-13 13:00:00,81.35,29.76,35.52333333333333,74.06333333333333
2023-12-13 14:00:00,80.87,29.774,34.84,66.664
