lat,lon,hour,month,time,value
28.42,77.031,12,7,2024-07-09 12:00:00,38.07
28.42,77.031,13,7,2024-07-09 13:00:00,38.52
28.42,77.031,14,7,2024-07-09 14:00:00,23.13
28.42,77.031,15,7,2024-07-09 15:00:00,27.42
28.42,77.031,16,7,2024-07-09 16:00:00,29.76
28.42,77.031,17,7,2024-07-09 17:00:00,34.06
28.42,77.031,18,7,2024-07-09 18:00:00,39.14
28.42,77.031,19,7,2024-07-09 19:00:00,65.72
28.42,77.031,20,7,2024-07-09 20:00:00,123.69
28.42,77.031,21,7,2024-07-09 21:00:00,106.68
28.42,77.031,22,7,2024-07-09 22:00:00,81.3
28.42,77.031,23,7,2024-07-09 23:00:00,75.96
28.42,77.031,1,7,2024-07-10 01:00:00,113.9
28.42,77.031,2,7,2024-07-10 02:00:00,114.87
28.42,77.031,3,7,2024-07-10 03:00:00,126.73
28.42,77.031,4,7,2024-07-10 04:00:00,129.33
28.42,77.031,5,7,2024-07-10 05:00:00,132.86
28.42,77.031,6,7,2024-07-10 06:00:00,121.89
28.42,77.031,7,7,2024-07-10 07:00:00,127.47
28.42,77.031,8,7,2024-07-10 08:00:00,126.6
28.42,77.031,9,7,2024-07-10 09:00:00,122.47
28.42,77.031,10,7,2024-07-10 10:00:00,112.47
28.42,77.031,11,7,2024-07-10 11:00:00,98.11
28.42,77.031,12,7,2024-07-10 12:00:00,94.73
28.42,77.031,13,7,2024-07-10 13:00:00,90.62
28.42,77.031,14,7,2024-07-10 14:00:00,63.77
28.42,77.031,15,7,2024-07-10 15:00:00,81.67
28.42,77.031,16,7,2024-07-10 16:00:00,65.21
28.42,77.031,17,7,2024-07-10 17:00:00,62.09
28.42,77.031,18,7,2024-07-10 18:00:00,70.19
28.42,77.031,19,7,2024-07-10 19:00:00,81.77
28.42,77.031,20,7,2024-07-10 20:00:00,84.67
28.42,77.031,21,7,2024-07-10 21:00:00,91.57
28.42,77.031,22,7,2024-07-10 22:00:00,97.16
