,dateTime,lat,long,pm,cpm
0,0.0,22.48,88.34,114.53,102.45
1,0.0,22.48,88.39,239.24,115.01
2,0.0,22.5,88.35,207.41,111.22
3,0.0,22.51,88.36,233.53,113.68
4,0.0,22.51,88.37,207.93,112.06
5,0.0,22.54,88.34,227.31,116.01
6,0.0,22.54,88.35,252.99,118.44
7,0.0,22.56,88.35,241.87,110.74
8,0.0,22.56,88.39,210.35,109.42
9,0.0,22.57,88.42,140.29,102.81
10,0.0,22.58,88.43,146.83,103.42
11,0.0,22.6,88.37,247.55,103.09
12,0.0,22.6,88.41,221.02,110.42
13,0.0,22.61,88.36,266.56,104.88
14,60.0,22.48,88.34,115.65,102.6
15,60.0,22.5,88.35,210.32,111.54
16,60.0,22.51,88.36,242.12,114.54
17,60.0,22.51,88.37,215.03,112.44
18,60.0,22.56,88.35,227.72,107.48
19,60.0,22.56,88.36,251.47,109.72
20,60.0,22.56,88.39,221.08,112.87
21,60.0,22.57,88.42,120.17,103.35
22,60.0,22.58,88.43,146.53,105.84
23,60.0,22.59,88.36,258.23,104.38
24,60.0,22.6,88.37,253.81,103.96
25,60.0,22.6,88.41,234.13,114.1
26,60.0,22.61,88.36,286.18,107.02
27,120.0,22.48,88.34,123.02,106.81
28,120.0,22.51,88.36,258.01,119.54
29,120.0,22.51,88.37,221.51,116.32
30,120.0,22.54,88.34,232.83,116.16
31,120.0,22.54,88.35,261.54,118.87
32,120.0,22.56,88.35,236.49,108.9
33,120.0,22.56,88.36,255.66,110.71
34,120.0,22.56,88.39,233.35,114.42
35,120.0,22.57,88.42,115.44,103.3
36,120.0,22.58,88.43,145.28,106.11
37,120.0,22.59,88.36,259.12,105.37
38,120.0,22.6,88.37,245.13,104.05
39,120.0,22.6,88.41,232.69,114.36
40,120.0,22.61,88.36,268.9,106.29
41,180.0,22.48,88.34,112.3,103.8
42,180.0,22.5,88.35,200.91,112.16
43,180.0,22.51,88.36,228.63,114.77
44,180.0,22.51,88.37,189.81,110.97
45,180.0,22.54,88.34,203.53,112.17
46,180.0,22.54,88.35,218.76,113.61
47,180.0,22.56,88.35,206.41,105.52
48,180.0,22.56,88.39,208.32,111.45
49,180.0,22.57,88.42,89.65,100.25
50,180.0,22.58,88.43,124.51,103.54
51,180.0,22.59,88.36,220.19,103.51
52,180.0,22.6,88.37,216.13,103.13
53,180.0,22.6,88.41,203.91,111.03
54,240.0,22.48,88.34,105.38,107.64
55,240.0,22.48,88.39,209.62,116.29
56,240.0,22.51,88.36,220.41,118.49
57,240.0,22.51,88.37,185.65,114.03
58,240.0,22.54,88.34,201.05,106.88
59,240.0,22.54,88.35,219.38,108.61
60,240.0,22.56,88.35,203.57,105.02
61,240.0,22.56,88.36,203.75,105.03
62,240.0,22.56,88.39,210.07,115.84
63,240.0,22.57,88.42,99.2,105.38
64,240.0,22.58,88.43,127.61,108.06
65,240.0,22.59,88.36,232.06,104.09
66,240.0,22.6,88.37,230.45,103.94
67,240.0,22.6,88.41,215.36,116.34
68,240.0,22.61,88.36,241.71,105.0
69,300.0,22.48,88.34,120.75,114.34
70,300.0,22.5,88.35,208.73,122.64
71,300.0,22.51,88.36,241.78,125.76
72,300.0,22.51,88.37,207.68,120.86
73,300.0,22.54,88.35,242.4,113.62
74,300.0,22.56,88.35,221.3,107.96
75,300.0,22.56,88.36,222.96,108.12
76,300.0,22.57,88.42,107.21,112.17
77,300.0,22.58,88.43,140.39,115.3
78,300.0,22.6,88.37,251.09,107.21
79,300.0,22.6,88.41,232.41,123.98
80,300.0,22.61,88.36,265.47,108.57
81,360.0,22.48,88.34,123.69,114.53
82,360.0,22.5,88.35,218.99,123.52
83,360.0,22.51,88.36,256.29,127.04
