,dateTime,lat,long,pm,cpm
0,0.0,22.48,88.39,236.32,125.3
1,0.0,22.5,88.35,250.24,128.05
2,0.0,22.51,88.37,188.45,120.79
3,0.0,22.54,88.34,230.91,117.89
4,0.0,22.54,88.35,223.22,117.16
5,0.0,22.56,88.35,212.08,112.21
6,0.0,22.56,88.36,227.51,113.67
7,0.0,22.56,88.39,197.68,119.85
8,0.0,22.57,88.42,133.1,113.75
9,0.0,22.58,88.43,101.58,110.78
10,0.0,22.59,88.36,249.39,103.1
11,0.0,22.6,88.37,236.38,101.87
12,0.0,22.6,88.41,208.65,120.88
13,60.0,22.48,88.34,134.43,117.2
14,60.0,22.48,88.39,233.5,126.66
15,60.0,22.51,88.36,232.02,126.4
16,60.0,22.51,88.37,205.95,124.06
17,60.0,22.54,88.34,218.1,117.54
18,60.0,22.56,88.35,196.16,110.94
19,60.0,22.56,88.36,200.19,111.32
20,60.0,22.56,88.39,199.7,125.85
21,60.0,22.57,88.42,105.42,116.95
22,60.0,22.58,88.4,178.8,123.87
23,60.0,22.58,88.43,105.51,116.96
24,60.0,22.59,88.36,223.81,100.28
25,60.0,22.6,88.37,222.58,100.16
26,60.0,22.6,88.41,204.75,126.32
27,60.0,22.61,88.36,282.73,105.84
28,120.0,22.48,88.34,112.12,97.4
29,120.0,22.48,88.39,235.88,109.25
30,120.0,22.51,88.36,157.09,101.64
31,120.0,22.51,88.37,131.35,99.38
32,120.0,22.54,88.34,197.79,113.93
33,120.0,22.54,88.35,202.23,114.35
34,120.0,22.56,88.36,192.37,111.04
35,120.0,22.57,88.42,99.88,117.83
36,120.0,22.58,88.4,180.37,125.42
37,120.0,22.58,88.43,107.45,118.54
38,120.0,22.59,88.36,204.05,100.1
39,120.0,22.6,88.41,202.58,127.52
40,180.0,22.48,88.34,52.66,83.2
41,180.0,22.48,88.39,102.81,83.82
42,180.0,22.5,88.35,101.41,87.8
43,180.0,22.51,88.36,102.29,87.88
44,180.0,22.51,88.37,94.45,83.04
45,180.0,22.54,88.34,133.24,98.94
46,180.0,22.54,88.35,135.75,99.18
47,180.0,22.56,88.36,133.05,98.18
48,180.0,22.56,88.39,183.39,127.23
49,180.0,22.57,88.42,100.61,119.42
50,180.0,22.58,88.43,95.68,118.96
51,180.0,22.59,88.36,184.76,98.76
52,180.0,22.6,88.37,181.07,98.42
53,180.0,22.6,88.41,196.87,128.51
54,180.0,22.61,88.36,198.83,100.09
55,240.0,22.48,88.34,52.88,79.74
56,240.0,22.5,88.35,109.58,85.09
57,240.0,22.51,88.36,109.5,85.08
58,240.0,22.51,88.37,101.22,81.74
59,240.0,22.54,88.34,97.45,88.06
60,240.0,22.54,88.35,111.58,89.4
61,240.0,22.56,88.35,105.01,93.84
62,240.0,22.56,88.36,142.85,97.41
63,240.0,22.57,88.42,71.74,110.32
64,240.0,22.58,88.4,181.74,120.7
65,240.0,22.59,88.36,207.24,99.63
66,240.0,22.6,88.37,192.05,98.2
67,240.0,22.61,88.36,194.64,98.44
68,300.0,22.48,88.34,65.03,81.52
69,300.0,22.5,88.35,108.85,85.66
70,300.0,22.51,88.36,119.33,86.65
71,300.0,22.51,88.37,115.23,84.79
72,300.0,22.54,88.34,127.61,90.59
73,300.0,22.54,88.35,144.77,92.21
74,300.0,22.56,88.35,132.99,92.92
75,300.0,22.56,88.36,148.39,94.37
76,300.0,22.58,88.4,157.43,102.51
77,300.0,22.58,88.43,98.71,96.97
78,300.0,22.6,88.37,175.01,94.67
79,300.0,22.6,88.41,194.13,105.97
80,300.0,22.61,88.36,203.18,97.32
81,360.0,22.48,88.34,62.45,77.12
82,360.0,22.48,88.39,109.06,80.96
83,360.0,22.5,88.35,100.84,80.74
84,360.0,22.51,88.36,96.92,80.37
85,360.0,22.51,88.37,82.41,78.45
86,360.0,22.54,88.34,80.49,77.91
87,360.0,22.54,88.35,76.79,77.56
88,360.0,22.56,88.39,98.07,85.96
89,360.0,22.57,88.42,32.72,79.8
90,360.0,22.58,88.4,64.49,82.79
91,360.0,22.58,88.43,45.9,81.04
92,360.0,22.59,88.36,75.74,74.29
93,360.0,22.6,88.37,71.51,73.89
94,360.0,22.6,88.41,64.08,82.75
95,420.0,22.48,88.34,34.03,76.77
96,420.0,22.48,88.39,55.79,75.76
97,420.0,22.5,88.35,48.72,78.16
98,420.0,22.51,88.36,43.19,77.64
99,420.0,22.54,88.34,41.71,78.5
100,420.0,22.56,88.35,43.82,81.66
101,420.0,22.56,88.36,49.12,82.16
102,420.0,22.56,88.39,55.45,83.13
103,420.0,22.57,88.42,17.42,79.55
104,420.0,22.58,88.43,28.18,80.56
105,420.0,22.59,88.36,47.43,72.43
106,420.0,22.6,88.37,47.95,72.48
107,420.0,22.6,88.41,37.85,81.47
108,420.0,22.61,88.36,43.26,72.04
109,480.0,22.48,88.34,31.86,81.03
110,480.0,22.48,88.39,76.0,81.62
111,480.0,22.5,88.35,49.66,82.7
112,480.0,22.51,88.37,46.26,78.82
113,480.0,22.54,88.34,45.05,77.04
114,480.0,22.54,88.35,46.89,77.21
115,480.0,22.56,88.36,46.53,81.62
116,480.0,22.56,88.39,51.07,84.4
117,480.0,22.57,88.42,18.21,81.3
118,480.0,22.58,88.4,41.18,83.47
119,480.0,22.6,88.37,53.92,74.18
120,480.0,22.6,88.41,43.38,83.67
121,540.0,22.48,88.34,39.15,79.81
122,540.0,22.48,88.39,87.62,78.85
123,540.0,22.5,88.35,56.25,81.42
124,540.0,22.51,88.36,60.82,81.85
125,540.0,22.51,88.37,51.61,75.46
126,540.0,22.54,88.34,52.42,76.66
127,540.0,22.54,88.35,51.44,76.57
128,540.0,22.56,88.35,50.38,79.61
129,540.0,22.56,88.39,57.55,82.3
130,540.0,22.57,88.42,25.44,79.27
131,540.0,22.58,88.4,49.83,81.57
132,540.0,22.58,88.43,34.33,80.1
133,540.0,22.59,88.36,54.69,75.25
134,540.0,22.6,88.37,51.63,74.96
135,540.0,22.6,88.41,62.48,82.76
136,600.0,22.48,88.34,38.79,76.92
137,600.0,22.48,88.39,99.23,80.36
138,600.0,22.5,88.35,59.79,78.9
139,600.0,22.51,88.36,65.49,79.44
140,600.0,22.51,88.37,55.9,76.27
141,600.0,22.54,88.34,58.78,77.55
142,600.0,22.54,88.35,64.76,78.12
143,600.0,22.56,88.35,63.68,81.69
144,600.0,22.56,88.39,69.45,86.14
145,600.0,22.57,88.42,34.71,82.87
146,600.0,22.58,88.4,76.59,86.82
147,600.0,22.59,88.36,72.12,76.8
148,600.0,22.6,88.41,85.64,87.67
149,600.0,22.61,88.36,68.62,76.47
150,660.0,22.51,88.36,66.41,79.55
151,660.0,22.51,88.37,59.19,76.88
152,660.0,22.54,88.34,59.41,79.07
153,660.0,22.54,88.35,59.98,79.13
154,660.0,22.56,88.35,58.21,82.08
155,660.0,22.56,88.36,57.85,82.05
156,660.0,22.56,88.39,65.49,85.67
157,660.0,22.57,88.42,23.13,81.67
158,660.0,22.58,88.4,71.06,86.2
159,660.0,22.58,88.43,33.6,82.66
160,660.0,22.59,88.36,63.25,78.52
161,660.0,22.6,88.41,67.5,85.86
162,660.0,22.61,88.36,64.79,78.67
163,720.0,22.48,88.34,40.31,79.01
164,720.0,22.48,88.39,77.0,81.06
165,720.0,22.5,88.35,63.06,81.16
166,720.0,22.54,88.35,70.94,82.17
167,720.0,22.56,88.35,65.19,84.17
168,720.0,22.56,88.36,66.3,84.28
169,720.0,22.56,88.39,65.31,88.78
170,720.0,22.57,88.42,21.63,84.66
171,720.0,22.58,88.4,55.88,87.89
172,720.0,22.58,88.43,27.79,85.24
173,720.0,22.59,88.36,76.49,81.37
174,720.0,22.6,88.37,71.37,80.89
175,720.0,22.6,88.41,78.06,89.98
176,720.0,22.61,88.36,75.91,81.31
177,780.0,22.48,88.34,38.3,81.0
178,780.0,22.5,88.35,84.59,85.36
179,780.0,22.51,88.36,46.76,81.79
180,780.0,22.51,88.37,39.47,80.41
181,780.0,22.56,88.35,41.68,82.66
182,780.0,22.56,88.36,38.49,82.36
183,780.0,22.56,88.39,44.1,87.73
184,780.0,22.57,88.42,9.77,84.49
185,780.0,22.58,88.4,30.59,86.45
186,780.0,22.58,88.43,23.04,85.74
187,780.0,22.59,88.36,35.52,76.58
188,780.0,22.6,88.37,38.15,76.83
189,780.0,22.6,88.41,36.59,87.02
190,840.0,22.48,88.34,20.85,78.41
191,840.0,22.48,88.39,39.54,79.2
192,840.0,22.5,88.35,45.26,80.71
193,840.0,22.51,88.36,35.85,79.82
194,840.0,22.51,88.37,24.94,77.83
195,840.0,22.54,88.34,23.34,78.76
196,840.0,22.54,88.35,23.96,78.81
197,840.0,22.56,88.35,24.66,81.11
198,840.0,22.56,88.36,22.6,80.92
199,840.0,22.56,88.39,32.37,83.7
200,840.0,22.58,88.4,22.27,82.75
201,840.0,22.58,88.43,45.95,84.98
202,840.0,22.59,88.36,37.62,76.25
203,840.0,22.6,88.37,26.01,75.16
204,840.0,22.6,88.41,56.49,85.97
205,840.0,22.61,88.36,26.1,75.16
206,900.0,22.48,88.34,21.91,80.71
207,900.0,22.5,88.35,40.82,82.5
208,900.0,22.51,88.37,23.95,77.1
209,900.0,22.54,88.35,32.6,80.91
210,900.0,22.56,88.35,28.02,82.25
211,900.0,22.56,88.36,30.76,82.5
212,900.0,22.56,88.39,29.38,85.21
213,900.0,22.57,88.42,13.17,83.68
214,900.0,22.58,88.43,50.62,87.22
215,900.0,22.59,88.36,34.15,75.94
216,900.0,22.6,88.37,37.32,76.24
217,900.0,22.61,88.36,42.86,76.76
218,960.0,22.48,88.34,30.07,82.1
219,960.0,22.48,88.39,44.15,80.4
220,960.0,22.5,88.35,50.45,84.02
221,960.0,22.51,88.37,33.47,79.39
222,960.0,22.54,88.34,45.75,84.57
223,960.0,22.56,88.36,32.78,83.83
224,960.0,22.56,88.39,30.88,86.75
225,960.0,22.57,88.42,14.2,85.17
226,960.0,22.58,88.43,23.72,86.07
227,960.0,22.59,88.36,30.69,76.85
228,960.0,22.6,88.41,84.35,91.79
229,960.0,22.61,88.36,36.9,77.44
230,1020.0,22.48,88.34,35.77,82.77
231,1020.0,22.48,88.39,39.15,81.19
232,1020.0,22.5,88.35,51.29,84.23
233,1020.0,22.51,88.36,43.04,83.45
234,1020.0,22.51,88.37,34.42,80.74
235,1020.0,22.54,88.34,34.09,84.31
236,1020.0,22.54,88.35,31.66,89.06
