,dateTime,lat,long,pm,cpm
0,0.0,22.48,88.34,147.05,118.32
1,0.0,22.48,88.39,236.32,125.3
2,0.0,22.51,88.36,219.98,125.2
3,0.0,22.51,88.37,188.45,120.79
4,0.0,22.54,88.34,230.91,117.89
5,0.0,22.54,88.35,223.22,117.16
6,0.0,22.56,88.35,212.08,112.21
7,0.0,22.56,88.36,227.51,113.67
8,0.0,22.56,88.39,197.68,119.85
9,0.0,22.57,88.42,133.1,113.75
10,0.0,22.58,88.4,177.76,117.97
11,0.0,22.58,88.43,101.58,110.78
12,0.0,22.6,88.37,236.38,101.87
13,0.0,22.6,88.41,208.65,120.88
14,0.0,22.61,88.36,269.7,105.02
15,60.0,22.48,88.34,134.43,117.2
16,60.0,22.5,88.35,236.17,126.8
17,60.0,22.51,88.36,232.02,126.4
18,60.0,22.51,88.37,205.95,124.06
19,60.0,22.54,88.34,218.1,117.54
20,60.0,22.54,88.35,214.97,117.24
21,60.0,22.56,88.36,200.19,111.32
22,60.0,22.56,88.39,199.7,125.85
23,60.0,22.58,88.4,178.8,123.87
24,60.0,22.59,88.36,223.81,100.28
25,60.0,22.6,88.37,222.58,100.16
26,60.0,22.6,88.41,204.75,126.32
27,120.0,22.5,88.35,207.78,106.42
28,120.0,22.51,88.36,157.09,101.64
29,120.0,22.51,88.37,131.35,99.38
30,120.0,22.54,88.34,197.79,113.93
31,120.0,22.56,88.35,176.41,109.53
32,120.0,22.56,88.36,192.37,111.04
33,120.0,22.56,88.39,201.02,127.37
34,120.0,22.58,88.4,180.37,125.42
35,120.0,22.59,88.36,204.05,100.1
36,120.0,22.6,88.37,202.03,99.91
37,120.0,22.6,88.41,202.58,127.52
38,120.0,22.61,88.36,227.11,102.28
39,180.0,22.48,88.39,102.81,83.82
40,180.0,22.5,88.35,101.41,87.8
41,180.0,22.51,88.36,102.29,87.88
42,180.0,22.51,88.37,94.45,83.04
43,180.0,22.54,88.34,133.24,98.94
44,180.0,22.54,88.35,135.75,99.18
45,180.0,22.56,88.35,134.24,98.29
46,180.0,22.56,88.36,133.05,98.18
47,180.0,22.56,88.39,183.39,127.23
48,180.0,22.58,88.4,183.61,127.25
49,180.0,22.58,88.43,95.68,118.96
50,180.0,22.59,88.36,184.76,98.76
51,180.0,22.6,88.37,181.07,98.42
52,180.0,22.6,88.41,196.87,128.51
53,240.0,22.48,88.34,52.88,79.74
54,240.0,22.48,88.39,77.67,79.52
55,240.0,22.5,88.35,109.58,85.09
56,240.0,22.51,88.37,101.22,81.74
57,240.0,22.54,88.35,111.58,89.4
58,240.0,22.56,88.35,105.01,93.84
59,240.0,22.56,88.36,142.85,97.41
60,240.0,22.56,88.39,149.65,117.67
61,240.0,22.57,88.42,71.74,110.32
62,240.0,22.58,88.43,102.28,113.2
63,240.0,22.59,88.36,207.24,99.63
64,240.0,22.6,88.37,192.05,98.2
65,240.0,22.6,88.41,207.78,123.16
66,240.0,22.61,88.36,194.64,98.44
67,300.0,22.48,88.39,113.31,84.6
68,300.0,22.5,88.35,108.85,85.66
69,300.0,22.51,88.36,119.33,86.65
70,300.0,22.51,88.37,115.23,84.79
71,300.0,22.54,88.34,127.61,90.59
72,300.0,22.54,88.35,144.77,92.21
73,300.0,22.56,88.35,132.99,92.92
74,300.0,22.56,88.39,150.44,101.85
75,300.0,22.57,88.42,65.07,93.79
76,300.0,22.58,88.4,157.43,102.51
77,300.0,22.59,88.36,187.26,95.82
78,300.0,22.6,88.37,175.01,94.67
79,300.0,22.6,88.41,194.13,105.97
80,300.0,22.61,88.36,203.18,97.32
81,360.0,22.48,88.34,62.45,77.12
82,360.0,22.48,88.39,109.06,80.96
83,360.0,22.51,88.36,96.92,80.37
84,360.0,22.51,88.37,82.41,78.45
85,360.0,22.54,88.34,80.49,77.91
86,360.0,22.56,88.35,84.23,81.52
87,360.0,22.56,88.36,73.99,80.56
88,360.0,22.57,88.42,32.72,79.8
89,360.0,22.58,88.4,64.49,82.79
90,360.0,22.58,88.43,45.9,81.04
91,360.0,22.59,88.36,75.74,74.29
92,360.0,22.6,88.37,71.51,73.89
93,360.0,22.6,88.41,64.08,82.75
94,360.0,22.61,88.36,62.22,73.02
95,420.0,22.48,88.34,34.03,76.77
96,420.0,22.48,88.39,55.79,75.76
97,420.0,22.5,88.35,48.72,78.16
98,420.0,22.51,88.36,43.19,77.64
99,420.0,22.51,88.37,38.16,74.09
100,420.0,22.54,88.34,41.71,78.5
101,420.0,22.54,88.35,45.4,78.84
102,420.0,22.56,88.35,43.82,81.66
103,420.0,22.56,88.36,49.12,82.16
104,420.0,22.56,88.39,55.45,83.13
105,420.0,22.58,88.4,36.26,81.32
106,420.0,22.58,88.43,28.18,80.56
107,420.0,22.59,88.36,47.43,72.43
108,420.0,22.6,88.41,37.85,81.47
109,420.0,22.61,88.36,43.26,72.04
110,480.0,22.48,88.34,31.86,81.03
111,480.0,22.51,88.36,51.91,82.92
112,480.0,22.51,88.37,46.26,78.82
113,480.0,22.54,88.34,45.05,77.04
114,480.0,22.54,88.35,46.89,77.21
115,480.0,22.56,88.35,47.27,81.69
116,480.0,22.56,88.36,46.53,81.62
117,480.0,22.56,88.39,51.07,84.4
118,480.0,22.57,88.42,18.21,81.3
119,480.0,22.58,88.4,41.18,83.47
120,480.0,22.58,88.43,124.02,91.28
121,480.0,22.59,88.36,57.81,74.55
122,480.0,22.6,88.37,53.92,74.18
123,480.0,22.6,88.41,43.38,83.67
124,480.0,22.61,88.36,50.48,73.85
125,540.0,22.48,88.34,39.15,79.81
126,540.0,22.48,88.39,87.62,78.85
127,540.0,22.5,88.35,56.25,81.42
128,540.0,22.51,88.37,51.61,75.46
129,540.0,22.54,88.34,52.42,76.66
130,540.0,22.54,88.35,51.44,76.57
131,540.0,22.56,88.36,50.68,79.64
132,540.0,22.57,88.42,25.44,79.27
133,540.0,22.58,88.4,49.83,81.57
134,540.0,22.58,88.43,34.33,80.1
135,540.0,22.6,88.41,62.48,82.76
136,540.0,22.61,88.36,56.93,75.46
137,600.0,22.48,88.34,38.79,76.92
138,600.0,22.48,88.39,99.23,80.36
139,600.0,22.5,88.35,59.79,78.9
140,600.0,22.51,88.37,55.9,76.27
141,600.0,22.54,88.34,58.78,77.55
142,600.0,22.54,88.35,64.76,78.12
143,600.0,22.56,88.35,63.68,81.69
144,600.0,22.56,88.36,67.75,82.08
145,600.0,22.56,88.39,69.45,86.14
146,600.0,22.57,88.42,34.71,82.87
147,600.0,22.58,88.43,50.55,84.36
148,600.0,22.59,88.36,72.12,76.8
149,600.0,22.6,88.37,67.28,76.34
150,600.0,22.6,88.41,85.64,87.67
151,600.0,22.61,88.36,68.62,76.47
152,660.0,22.48,88.34,40.86,77.14
153,660.0,22.48,88.39,83.86,79.21
154,660.0,22.5,88.35,62.18,79.15
155,660.0,22.51,88.36,66.41,79.55
156,660.0,22.51,88.37,59.19,76.88
