,dateTime,lat,long,pm,cpm
0,0.0,22.48,88.34,62.98,107.69
1,0.0,22.48,88.39,158.96,118.24
2,0.0,22.5,88.35,108.02,111.94
3,0.0,22.51,88.36,95.07,110.72
4,0.0,22.51,88.37,81.63,110.94
5,0.0,22.54,88.34,96.42,103.43
6,0.0,22.54,88.35,107.34,104.46
7,0.0,22.56,88.35,101.9,98.06
8,0.0,22.56,88.39,88.22,110.6
9,0.0,22.57,88.42,160.21,117.39
10,0.0,22.58,88.43,64.93,108.4
11,0.0,22.6,88.37,122.48,89.14
12,0.0,22.6,88.41,94.14,111.16
13,0.0,22.61,88.36,126.13,89.48
14,60.0,22.48,88.34,66.7,108.62
15,60.0,22.5,88.35,107.82,112.5
16,60.0,22.51,88.36,91.13,110.93
17,60.0,22.51,88.37,79.57,110.61
18,60.0,22.56,88.35,98.96,98.47
19,60.0,22.56,88.36,102.93,98.85
20,60.0,22.56,88.39,86.8,115.07
21,60.0,22.57,88.42,135.79,119.69
22,60.0,22.58,88.43,65.05,113.02
23,60.0,22.59,88.36,107.55,90.9
24,60.0,22.6,88.37,99.76,90.17
25,60.0,22.61,88.36,108.73,91.01
26,120.0,22.48,88.34,68.8,109.08
27,120.0,22.51,88.36,92.3,111.3
28,120.0,22.51,88.37,84.36,110.93
29,120.0,22.54,88.34,97.85,107.75
30,120.0,22.54,88.35,105.67,108.49
31,120.0,22.56,88.35,102.1,99.28
32,120.0,22.56,88.36,103.89,99.45
33,120.0,22.56,88.39,88.37,114.54
34,120.0,22.57,88.42,104.15,116.03
35,120.0,22.58,88.43,65.32,112.37
36,120.0,22.59,88.36,113.02,93.37
37,120.0,22.6,88.37,113.11,93.38
38,120.0,22.6,88.41,87.88,114.5
39,120.0,22.61,88.36,129.14,94.89
40,180.0,22.48,88.34,65.16,108.79
41,180.0,22.5,88.35,104.68,112.52
42,180.0,22.51,88.36,83.09,110.49
43,180.0,22.51,88.37,75.33,110.6
44,180.0,22.54,88.34,93.94,105.6
45,180.0,22.54,88.35,101.04,106.27
46,180.0,22.56,88.35,94.24,98.45
47,180.0,22.56,88.39,81.59,110.52
48,180.0,22.57,88.42,112.09,113.4
49,180.0,22.58,88.43,55.42,108.05
50,180.0,22.59,88.36,122.86,97.73
51,180.0,22.6,88.37,111.61,96.67
52,180.0,22.6,88.41,97.5,112.02
53,240.0,22.48,88.34,77.66,110.47
54,240.0,22.48,88.39,105.35,113.29
55,240.0,22.51,88.36,89.29,111.57
56,240.0,22.51,88.37,87.42,111.6
57,240.0,22.54,88.34,114.06,109.19
58,240.0,22.54,88.35,114.3,109.21
59,240.0,22.56,88.35,103.04,99.64
60,240.0,22.56,88.36,95.77,98.96
61,240.0,22.56,88.39,90.92,110.16
62,240.0,22.57,88.42,46.81,106.0
63,240.0,22.58,88.43,55.64,106.83
64,240.0,22.59,88.36,112.9,102.9
65,240.0,22.6,88.37,99.13,101.6
66,240.0,22.6,88.41,98.22,110.85
67,240.0,22.61,88.36,119.47,103.52
68,300.0,22.48,88.34,98.88,112.22
69,300.0,22.5,88.35,160.03,117.99
70,300.0,22.51,88.36,103.37,112.64
71,300.0,22.51,88.37,94.15,112.08
72,300.0,22.54,88.34,141.26,110.52
73,300.0,22.54,88.35,143.28,110.71
74,300.0,22.56,88.35,124.4,102.14
75,300.0,22.56,88.36,104.87,100.3
76,300.0,22.57,88.42,51.86,105.9
77,300.0,22.58,88.43,66.44,107.27
78,300.0,22.6,88.37,110.28,106.3
79,300.0,22.6,88.41,107.17,111.11
80,300.0,22.61,88.36,129.55,108.12
81,360.0,22.48,88.34,89.46,111.26
82,360.0,22.48,88.39,119.23,114.25
83,360.0,22.5,88.35,120.09,114.15
84,360.0,22.51,88.36,100.63,112.32
85,360.0,22.51,88.37,87.71,111.27
86,360.0,22.56,88.36,92.58,96.0
87,360.0,22.56,88.39,93.51,111.35
88,360.0,22.57,88.42,45.31,106.8
89,360.0,22.58,88.43,63.31,108.5
90,360.0,22.59,88.36,107.48,99.89
91,360.0,22.6,88.37,101.66,99.34
92,360.0,22.6,88.41,115.54,113.43
93,360.0,22.61,88.36,123.7,101.42
94,420.0,22.48,88.39,161.26,117.36
95,420.0,22.51,88.36,104.82,113.16
96,420.0,22.54,88.34,96.93,91.96
97,420.0,22.54,88.35,105.72,92.79
98,420.0,22.56,88.35,93.66,92.59
99,420.0,22.56,88.39,98.59,106.91
100,420.0,22.57,88.42,48.12,102.14
101,420.0,22.58,88.43,70.82,104.29
102,420.0,22.59,88.36,125.49,94.69
103,420.0,22.6,88.37,119.92,94.17
104,420.0,22.61,88.36,137.11,95.79
105,480.0,22.48,88.34,59.85,90.24
106,480.0,22.48,88.39,147.38,102.89
107,480.0,22.5,88.35,107.99,94.79
108,480.0,22.51,88.36,102.33,94.25
109,480.0,22.51,88.37,80.96,96.63
110,480.0,22.56,88.35,101.1,88.98
111,480.0,22.56,88.39,102.58,98.34
112,480.0,22.57,88.42,47.58,93.15
113,480.0,22.58,88.43,66.44,94.93
114,480.0,22.6,88.37,111.76,88.45
115,480.0,22.61,88.36,123.83,89.59
116,540.0,22.5,88.35,96.66,88.04
117,540.0,22.51,88.36,97.12,88.08
118,540.0,22.51,88.37,81.89,88.2
119,540.0,22.54,88.34,83.92,83.26
120,540.0,22.54,88.35,112.23,85.93
121,540.0,22.56,88.35,102.34,88.73
122,540.0,22.56,88.36,109.41,89.4
123,540.0,22.56,88.39,105.92,96.52
124,540.0,22.57,88.42,52.21,91.45
125,540.0,22.58,88.43,70.13,93.14
126,540.0,22.59,88.36,128.45,87.66
127,540.0,22.6,88.37,121.63,87.02
128,540.0,22.6,88.41,126.7,98.48
129,600.0,22.48,88.34,73.08,86.21
130,600.0,22.48,88.39,168.83,96.8
131,600.0,22.51,88.36,129.89,91.57
132,600.0,22.51,88.37,113.06,91.54
133,600.0,22.54,88.35,141.31,89.25
134,600.0,22.56,88.35,130.49,92.15
135,600.0,22.57,88.42,59.87,92.45
136,600.0,22.6,88.37,135.49,88.26
137,600.0,22.61,88.36,147.69,89.41
138,660.0,22.5,88.35,110.01,84.33
139,660.0,22.51,88.36,111.78,84.5
140,660.0,22.54,88.35,116.95,81.98
141,660.0,22.56,88.35,115.07,87.42
142,660.0,22.56,88.36,103.31,86.31
143,660.0,22.56,88.39,109.07,91.56
144,660.0,22.57,88.42,52.03,86.18
145,660.0,22.58,88.4,99.07,90.62
146,660.0,22.58,88.43,66.06,87.5
147,660.0,22.59,88.36,126.91,84.21
148,660.0,22.6,88.37,116.68,83.25
149,660.0,22.6,88.41,117.49,92.35
150,660.0,22.61,88.36,124.36,83.97
151,660.0,22.62,88.38,107.69,80.7
152,720.0,22.48,88.34,59.45,78.03
153,720.0,22.48,88.39,122.26,81.95
154,720.0,22.5,88.35,102.26,82.07
155,720.0,22.51,88.36,107.31,82.54
156,720.0,22.51,88.37,88.58,78.77
157,720.0,22.54,88.35,114.36,80.69
158,720.0,22.56,88.36,107.14,84.88
159,720.0,22.57,88.42,50.02,82.94
160,720.0,22.58,88.4,82.59,86.02
161,720.0,22.58,88.43,64.05,84.27
162,720.0,22.59,88.36,121.38,78.81
163,720.0,22.6,88.37,109.17,77.66
164,720.0,22.6,88.41,121.5,89.69
165,720.0,22.61,88.36,119.07,78.59
166,720.0,22.62,88.38,91.97,76.06
167,780.0,22.48,88.34,67.77,78.28
168,780.0,22.48,88.39,132.01,81.09
169,780.0,22.5,88.35,121.03,83.3
170,780.0,22.51,88.37,85.72,76.72
171,780.0,22.56,88.36,91.42,81.4
172,780.0,22.58,88.43,63.49,81.44
173,780.0,22.59,88.36,99.08,75.51
174,780.0,22.6,88.37,91.61,74.8
175,780.0,22.61,88.36,95.15,75.14
176,840.0,22.48,88.34,55.72,76.2
177,840.0,22.48,88.39,121.83,81.98
178,840.0,22.5,88.35,98.25,80.21
179,840.0,22.51,88.36,132.88,83.48
180,840.0,22.56,88.35,91.32,82.63
181,840.0,22.56,88.39,103.67,84.5
182,840.0,22.58,88.4,88.69,83.09
183,840.0,22.58,88.43,58.36,80.23
184,840.0,22.59,88.36,107.61,78.01
185,840.0,22.6,88.37,100.24,77.31
186,840.0,22.6,88.41,111.16,85.21
187,840.0,22.62,88.38,98.22,75.75
188,900.0,22.48,88.34,61.58,77.94
189,900.0,22.48,88.39,116.39,81.55
190,900.0,22.5,88.35,106.73,82.2
191,900.0,22.51,88.37,92.69,79.31
192,900.0,22.54,88.35,117.89,81.39
193,900.0,22.56,88.35,112.95,85.34
194,900.0,22.56,88.36,99.22,84.05
195,900.0,22.56,88.39,117.57,87.69
196,900.0,22.57,88.42,52.13,81.51
197,900.0,22.58,88.4,89.65,85.05
198,900.0,22.6,88.37,104.86,78.5
199,900.0,22.6,88.41,116.87,87.62
200,900.0,22.61,88.36,110.18,79.01
201,900.0,22.62,88.38,98.21,75.32
202,960.0,22.48,88.34,60.4,79.48
203,960.0,22.48,88.39,137.07,86.56
204,960.0,22.5,88.35,106.54,83.83
205,960.0,22.51,88.36,128.7,85.92
206,960.0,22.51,88.37,115.64,84.53
207,960.0,22.54,88.35,118.13,83.52
208,960.0,22.56,88.35,113.64,87.2
209,960.0,22.56,88.36,111.54,87.0
210,960.0,22.56,88.39,128.21,90.51
211,960.0,22.57,88.42,57.69,83.86
212,960.0,22.58,88.4,106.25,88.44
213,960.0,22.58,88.43,73.6,85.36
214,960.0,22.59,88.36,130.14,82.48
215,960.0,22.6,88.37,123.14,81.82
216,960.0,22.6,88.41,124.86,90.2
217,960.0,22.61,88.36,131.67,82.63
218,1020.0,22.48,88.34,68.57,86.94
219,1020.0,22.5,88.35,123.49,92.12
220,1020.0,22.51,88.37,127.74,90.09
221,1020.0,22.54,88.35,150.94,91.75
222,1020.0,22.56,88.35,138.12,91.83
223,1020.0,22.56,88.36,150.49,93.0
224,1020.0,22.56,88.39,169.12,96.44
225,1020.0,22.57,88.42,77.58,87.8
226,1020.0,22.58,88.4,126.49,92.41
227,1020.0,22.58,88.43,90.78,89.04
228,1020.0,22.59,88.36,152.29,86.0
229,1020.0,22.6,88.37,147.6,85.55
230,1020.0,22.6,88.41,156.41,95.24
231,1020.0,22.61,88.36,168.76,87.55
232,1080.0,22.48,88.34,80.46,91.34
233,1080.0,22.48,88.39,185.05,101.58
234,1080.0,22.5,88.35,148.5,97.76
235,1080.0,22.51,88.36,214.76,104.01
236,1080.0,22.54,88.34,152.03,93.66
237,1080.0,22.54,88.35,170.53,95.41
238,1080.0,22.56,88.35,153.38,94.94
239,1080.0,22.56,88.36,164.75,96.01
240,1080.0,22.56,88.39,177.84,97.03
241,1080.0,22.57,88.42,86.69,88.43
242,1080.0,22.59,88.36,189.65,91.24
243,1080.0,22.6,88.37,188.56,91.14
244,1080.0,22.6,88.41,204.81,99.58
245,1080.0,22.61,88.36,183.8,90.69
246,1080.0,22.62,88.38,150.87,89.13
247,1140.0,22.48,88.34,89.5,97.89
248,1140.0,22.48,88.39,182.46,104.68
249,1140.0,22.5,88.35,160.56,104.6
250,1140.0,22.51,88.36,214.04,109.64
251,1140.0,22.51,88.37,153.46,101.94
252,1140.0,22.54,88.34,178.71,100.4
253,1140.0,22.56,88.36,195.19,102.16
254,1140.0,22.56,88.39,233.88,109.73
255,1140.0,22.57,88.42,123.43,99.31
256,1140.0,22.59,88.36,209.33,93.73
257,1140.0,22.6,88.37,222.74,95.0
