,dateTime,lat,long,pm,cpm
0,0.0,22.48,88.34,114.53,102.45
1,0.0,22.5,88.35,207.41,111.22
2,0.0,22.51,88.36,233.53,113.68
3,0.0,22.51,88.37,207.93,112.06
4,0.0,22.56,88.36,224.07,109.06
5,0.0,22.56,88.39,210.35,109.42
6,0.0,22.58,88.43,146.83,103.42
7,0.0,22.59,88.36,249.91,103.31
8,0.0,22.6,88.37,247.55,103.09
9,0.0,22.6,88.41,221.02,110.42
10,60.0,22.48,88.34,115.65,102.6
11,60.0,22.48,88.39,236.17,114.44
12,60.0,22.5,88.35,210.32,111.54
13,60.0,22.51,88.36,242.12,114.54
14,60.0,22.54,88.34,227.18,114.43
15,60.0,22.54,88.35,247.02,116.3
16,60.0,22.56,88.35,227.72,107.48
17,60.0,22.56,88.36,251.47,109.72
18,60.0,22.56,88.39,221.08,112.87
19,60.0,22.58,88.43,146.53,105.84
20,60.0,22.59,88.36,258.23,104.38
21,60.0,22.6,88.37,253.81,103.96
22,60.0,22.6,88.41,234.13,114.1
23,60.0,22.61,88.36,286.18,107.02
24,120.0,22.48,88.34,123.02,106.81
25,120.0,22.48,88.39,246.65,118.7
26,120.0,22.5,88.35,224.18,116.35
27,120.0,22.51,88.36,258.01,119.54
28,120.0,22.51,88.37,221.51,116.32
29,120.0,22.54,88.35,261.54,118.87
30,120.0,22.56,88.35,236.49,108.9
31,120.0,22.56,88.36,255.66,110.71
32,120.0,22.56,88.39,233.35,114.42
33,120.0,22.57,88.42,115.44,103.3
34,120.0,22.58,88.43,145.28,106.11
35,120.0,22.59,88.36,259.12,105.37
36,120.0,22.6,88.41,232.69,114.36
37,120.0,22.61,88.36,268.9,106.29
38,180.0,22.48,88.34,112.3,103.8
39,180.0,22.48,88.39,219.01,113.72
40,180.0,22.5,88.35,200.91,112.16
41,180.0,22.51,88.36,228.63,114.77
42,180.0,22.54,88.34,203.53,112.17
43,180.0,22.56,88.36,202.97,105.19
44,180.0,22.56,88.39,208.32,111.45
45,180.0,22.57,88.42,89.65,100.25
46,180.0,22.6,88.37,216.13,103.13
47,180.0,22.6,88.41,203.91,111.03
48,180.0,22.61,88.36,233.85,104.8
49,240.0,22.5,88.35,192.08,115.82
50,240.0,22.51,88.36,220.41,118.49
51,240.0,22.54,88.34,201.05,106.88
52,240.0,22.54,88.35,219.38,108.61
53,240.0,22.56,88.35,203.57,105.02
54,240.0,22.56,88.36,203.75,105.03
55,240.0,22.56,88.39,210.07,115.84
56,240.0,22.58,88.43,127.61,108.06
57,240.0,22.6,88.37,230.45,103.94
58,240.0,22.61,88.36,241.71,105.0
59,300.0,22.48,88.34,120.75,114.34
60,300.0,22.48,88.39,238.86,123.8
61,300.0,22.5,88.35,208.73,122.64
62,300.0,22.51,88.36,241.78,125.76
63,300.0,22.51,88.37,207.68,120.86
64,300.0,22.54,88.34,223.33,111.82
65,300.0,22.54,88.35,242.4,113.62
66,300.0,22.56,88.35,221.3,107.96
67,300.0,22.56,88.36,222.96,108.12
68,300.0,22.56,88.39,231.86,123.93
69,300.0,22.58,88.43,140.39,115.3
70,300.0,22.59,88.36,256.98,107.77
71,300.0,22.6,88.37,251.09,107.21
72,300.0,22.6,88.41,232.41,123.98
73,300.0,22.61,88.36,265.47,108.57
74,360.0,22.48,88.34,123.69,114.53
75,360.0,22.48,88.39,254.28,125.79
76,360.0,22.5,88.35,218.99,123.52
77,360.0,22.51,88.36,256.29,127.04
78,360.0,22.51,88.37,213.79,121.97
79,360.0,22.54,88.34,230.77,111.05
80,360.0,22.56,88.35,238.87,108.99
81,360.0,22.56,88.36,230.11,108.16
82,360.0,22.56,88.39,241.32,125.23
83,360.0,22.58,88.43,149.54,116.57
84,360.0,22.59,88.36,269.16,109.54
85,360.0,22.6,88.37,272.52,109.85
86,360.0,22.6,88.41,243.02,125.39
87,360.0,22.61,88.36,315.34,113.89
88,420.0,22.48,88.34,123.85,113.76
89,420.0,22.48,88.39,255.39,122.54
90,420.0,22.5,88.35,227.45,123.54
91,420.0,22.51,88.36,263.02,126.89
92,420.0,22.51,88.37,216.23,118.85
93,420.0,22.54,88.34,245.79,111.83
94,420.0,22.54,88.35,267.44,113.87
95,420.0,22.56,88.35,243.86,109.41
96,420.0,22.56,88.36,249.63,109.96
97,420.0,22.56,88.39,248.6,125.34
98,420.0,22.57,88.42,115.79,112.81
99,420.0,22.58,88.43,157.94,116.79
100,420.0,22.6,88.37,270.2,109.81
101,420.0,22.6,88.41,254.68,125.91
102,420.0,22.61,88.36,367.61,119.0
103,480.0,22.48,88.34,128.66,108.34
104,480.0,22.48,88.39,247.36,116.06
105,480.0,22.5,88.35,234.11,118.29
106,480.0,22.51,88.36,273.29,121.99
107,480.0,22.51,88.37,222.84,113.75
108,480.0,22.54,88.34,248.74,108.86
109,480.0,22.54,88.35,260.06,109.93
110,480.0,22.56,88.35,248.69,108.23
111,480.0,22.56,88.36,249.03,108.26
112,480.0,22.56,88.39,253.18,122.3
113,480.0,22.57,88.42,117.52,109.5
114,480.0,22.58,88.43,160.23,113.53
115,480.0,22.6,88.37,280.23,107.74
116,480.0,22.61,88.36,286.58,108.34
117,540.0,22.48,88.34,124.96,98.81
118,540.0,22.5,88.35,226.13,108.36
